2042	1756
2043	436
2044	264
2045	172
2046	3872
2047	60
2048	1072
2049	76
205	1276
2050	428
2051	744
2052	748
2053	3380
2054	6256
2055	180
2056	76
2057	592
2058	3196
2059	2012
206	368
2060	1724
2061	60
2062	376
2063	44
2064	5800
2065	1508
2066	764
2067	1912
2068	1288
2069	432
207	4584
2070	700
2071	1204
2072	936
2073	540
2074	80
2075	444
2076	2876
2077	948
2078	2840
2079	120
208	9144
2080	7316
2081	5176
2082	3448
2083	1216
2084	724
2085	2404
2086	188
2087	2284
2088	2832
2089	832
209	616
2090	972
2091	936
2092	608
2093	1624
2094	2368
2095	644
2096	2032
2097	1168
2098	176
2099	1144
21	8668
210	416
2100	4368
2101	140
2102	524
2103	160
2104	116
2105	7096
2106	584
2107	1724
2108	2708
2109	4760
211	236
2110	2196
2111	1012
2112	2224
2113	224
2114	2628
2115	7080
2116	3920
2117	1156
2118	2752
2119	448
212	364
2120	624
2121	1560
2122	732
2123	1720
2124	2792
2125	4200
2126	1900
2127	16
2128	112
2129	32
213	644
2130	1724
2131	104
2132	2240
2133	1740
2134	4076
2135	764
2136	2168
2137	2044
2138	2300
2139	1512
214	780
2140	2760
2141	3280
2142	816
2143	2476
2144	2936
2145	5412
2146	1204
2147	1128
2148	404
2149	584
215	1416
2150	6752
2151	536
2152	516
2153	1080
2154	756
2155	776
2156	44
2157	72
2158	176
2159	584
216	6096
2160	2416
2161	7476
2162	784
2163	1548
2164	64
2165	744
2166	432
2167	8248
2168	248
2169	780
217	364
2170	736
2171	484
2172	80
2173	320
2174	14360
2175	32
2176	2068
2177	188
2178	916
2179	84
218	3688
2180	156
2181	848
2182	280
2183	1652
2184	464
2185	208
2186	1640
2187	164
2188	880
2189	152
219	224
2190	232
2191	56
2192	44
2193	3104
2194	12200
2195	456
2196	296
2197	80
2198	36
2199	32
22	8460
220	84
2200	60
2201	84
2202	1120
2203	736
2204	528
2205	168
2206	1192
2207	28
2208	1600
2209	48
2210	356
2211	76
2212	964
2213	8
2214	60
2215	36
2216	24
2217	3
2218	16
2219	56
222	2836
2220	12
2221	80
2222	9
2223	16
2224	4
2225	8
2226	24
2227	44
2228	4
2229	4
223	7936
2230	15
2231	2108
2232	4096
2233	28
2234	52
2235	8
2236	1536
2237	164
2238	548
2239	288
224	7208
2240	632
2241	548
2242	24
2243	5296
2244	28
2245	3884
2246	12
2247	1868
2248	3104
2249	1468
225	4224
2250	340
2251	3
2252	1340
2253	2792
2254	8
2255	376
2256	152
2257	100
2258	64
2259	1244
226	40
2260	240
2261	940
2262	1788
2263	1360
2264	472
2265	508
2266	976
2267	504
2268	11028
2269	2364
227	4048
2270	16
2271	464
2272	832
2273	6196
2274	12
2275	456
2276	348
2277	3
2278	3652
2279	1940
228	196
2280	736
2281	48
2282	1968
2283	272
2284	324
2285	188
2286	232
2287	620
2288	5780
2289	3008
229	2004
2290	436
2291	13616
2292	40
2293	64
2294	3408
2295	432
2296	744
2297	2652
2298	36
2299	32
23	1792
230	6164
2300	2364
2301	3012
2302	5340
2303	1844
2304	32
2305	192
2306	392
2307	148
2308	12
2309	32
231	12908
2310	736
2311	1456
2312	2192
2313	2252
2314	456
2315	504
2316	1904
2317	32
2318	2992
2319	9
232	5296
2320	1284
2321	9836
2322	1964
2323	176
2324	12716
2325	1196
2326	52
2327	488
2328	1360
2329	13136
233	2912
2330	708
2331	1148
2332	148
2333	4064
2334	2340
2335	4284
2336	6784
2337	980
2338	2708
2339	284
234	2924
2340	3776
2341	248
2342	236
2343	16
2344	1428
2345	212
2346	1844
2347	608
2348	1896
2349	1128
235	12808
2350	80
2351	716
2352	5068
2353	11088
2354	840
2355	15644
2356	952
2357	1868
2358	64
2359	5356
236	10648
2360	1584
2361	872
2362	304
2363	1876
2364	660
2365	716
2366	4712
2367	2212
2368	380
2369	4440
237	5504
2370	776
2371	4704
2372	1556
2373	1540
2374	1264
2375	3252
2376	2408
2377	888
2378	4020
2379	2540
238	724
2380	1972
2381	1900
2382	1696
2383	1556
2384	3988
2385	820
2386	512
2387	1840
2388	140
2389	2012
239	2324
2390	2096
2391	5364
2392	1120
2393	6352
2394	4812
2395	10448
2396	19044
2397	188
2398	3436
2399	1248
24	6752
240	832
2400	264
2401	2116
2402	3396
2403	3712
2404	2552
2405	4944
2406	10800
2407	8328
2408	1512
2409	3856
241	428
2410	3656
2411	3376
2412	2444
2413	3216
2414	2216
2415	84
2416	2056
2417	388
2418	588
2419	320
242	932
2420	5344
2421	4416
2422	2532
2423	4156
2424	8028
2425	500
2426	132
2427	6052
2428	4248
2429	1232
243	344
2430	888
2431	4180
2432	1608
2433	3348
2434	256
2435	572
2436	1212
2437	612
2438	16
2439	1368
244	204
2440	272
2441	168
2442	1172
2443	1068
2444	60
2445	644
2446	472
2447	2196
2448	1192
2449	260
245	192
2450	3216
2451	632
2452	108
2453	1016
2454	2876
2455	7292
2456	1468
2457	1192
2458	760
2459	2212
246	8908
2460	592
2461	284
2462	444
2463	2824
2464	96
2465	204
2466	80
2467	3992
2468	2476
2469	3120
247	6208
2470	9584
2471	3524
2472	496
2473	1056
2474	2768
2475	524
2476	1704
2477	248
2478	5012
2479	276
248	2696
2480	20
2481	408
2482	280
2483	220
2484	4
2485	4104
2486	56
2487	88
2488	620
2489	28
249	4424
2490	6252
2491	712
2492	684
2493	240
2494	140
2495	644
2496	3076
2497	1424
2498	716
2499	336
25	18344
250	708
2500	740
2501	5256
2502	13268
2503	68
2504	1216
2505	2988
2506	1136
2507	384
2508	8
2509	24
251	332
2510	16
2511	768
2512	52
2513	2380
2514	364
2515	408
2516	144
2517	1696
2518	904
2519	628
252	3416
2520	1288
2521	256
2522	468
2523	124
2524	1692
2525	284
2526	472
2527	1400
2528	3904
2529	4516
253	20848
2530	904
2531	1532
2532	812
2533	2492
2534	32
2535	632
2536	156
2537	240
2538	20
2539	6268
254	184
2540	888
2541	2792
2542	9948
2543	24
2544	100
2545	40
2546	852
2547	6
2548	704
2549	1348
255	872
2550	1292
2551	1384
2552	220
2553	1160
2554	688
2555	964
2556	40
2557	100
2558	1692
2559	308
256	7416
2560	1196
2561	812
2562	228
2563	760
2564	22
2565	1284
2566	240
2567	1432
2568	1268
2569	8
257	3336
2570	320
2571	31600
2572	3408
2573	268
25736	4
25737	4
2574	1340
25744	12
25746	60
2575	1148
25750	196
25752	48
25753	84
25755	56
25757	64
25759	6
2576	28
25762	27
25763	100
25764	72
25766	39
25769	36
2577	188
25771	52
25773	116
25774	48
25777	200
2578	40
25782	3
25783	4
25788	148
25789	2
2579	360
25793	28
25795	44
25797	4
25798	4
258	1392
2580	3144
25802	40
25805	56
25807	9
2581	2216
2582	452
25825	40
25826	76
25827	124
25828	196
2583	752
25832	2
25833	32
25835	60
25839	40
2584	20
25840	6
25841	44
2585	204
25850	108
25855	52
25856	68
2586	68
25865	24
25866	52
25868	24
2587	328
25870	36
25878	4
2588	14
25885	2
25886	60
25888	12
2589	120
25891	148
25893	24
25898	72
25899	4
259	1616
2590	264
25900	36
25901	36
25903	12
25904	32
25905	28
25906	12
25908	24
2591	8
25914	3
25916	84
2592	33
25923	208
25924	18
25927	72
25929	60
2593	208
25930	28
25931	8
25934	21
25937	64
25938	112
2594	772
25940	196
25941	8
25943	36
25945	24
25946	52
25947	28
2595	12
25951	9
25952	64
25954	120
2596	1188
25960	6
25961	76
25962	36
25963	108
25964	2
2597	164
25971	152
25975	3
25977	12
2598	1400
2599	5480
25993	16
25995	40
25996	60
25999	88
26	984
260	18480
2600	1840
26002	16
26005	20
26007	72
2601	6
26012	32
2602	32
2603	24
26038	60
2604	12
26048	6
26049	3
2605	5816
26052	68
26055	84
26059	2
2606	552
26064	52
26067	1
2607	512
26073	6
26078	36
26079	4
2608	21
26082	48
26084	208
26085	108
2609	240
26094	44
26096	21
261	3244
2610	400
26101	60
26106	6
26107	4
2611	1092
26110	2
26111	92
26112	18
26113	4
26116	124
26117	20
26119	40
2612	408
26122	92
26123	12
26124	44
26128	12
2613	1348
26131	356
26133	376
26134	16
26136	8
26138	44
26139	60
2614	252
26142	6
26144	12
26147	16
26148	56
2615	960
26150	144
26151	104
26152	232
26155	56
26158	44
26159	16
2616	2212
26163	112
2617	5708
26170	48
26171	68
26172	172
26174	24
26176	6
26178	88
2618	672
26181	64
26185	6
26187	20
26189	12
2619	6
26198	72
26199	28
262	1192
2620	92
26203	60
26208	6
2621	168
26211	8
2622	1144
26222	24
26225	8
26226	8
26228	4
2623	9
26230	32
26231	32
2624	212
26240	36
26241	24
26242	360
26246	24
26249	48
2625	196
26251	6
26258	44
2626	84
26265	4
26269	32
2627	60
26270	16
26271	36
26277	12
2628	9520
26280	12
26283	36
26285	116
26289	20
2629	384
26294	72
263	232
2630	136
26301	12
26302	32
26303	56
26306	24
2631	9
26313	40
26318	40
2632	28
26323	9
26326	12
2633	636
26336	16
26339	3
2634	216
26345	12
26347	6
26349	104
2635	156
26350	224
26359	108
2636	84
26360	12
26364	20
26366	20
2637	132
26371	36
26375	356
26379	15
2638	80
26386	220
26388	8
2639	992
26391	32
26393	36
26394	28
26398	224
264	116
2640	12232
26404	8
2641	5976
26413	28
26414	32
2642	1780
26422	240
26425	180
2643	2692
26431	6
2644	1600
2646	180
26462	184
26464	112
26465	52
2647	224
26472	92
26476	180
26479	96
2648	2424
26483	6
26485	212
26487	60
26488	112
2649	276
26491	124
26492	236
26494	4
26495	72
26497	24
26498	2
265	5124
2650	132
26504	28
26509	76
2651	164
26513	192
2652	92
26521	68
26524	12
26527	88
2653	68
2654	720
26544	8
26547	188
2655	88
26550	28
26554	68
26555	560
26558	16
2656	364
26561	56
26562	80
26564	40
26566	4
26567	24
2657	10236
26577	16
26578	96
2658	12
26585	124
2659	104
26599	76
266	7056
2660	696
26603	60
26606	168
2661	164
26612	2
26614	188
26616	16
2662	3488
26629	80
2663	188
2664	1628
26649	12
2665	128
2666	100
26662	436
26663	88
2667	68
26676	6
26677	3
2668	632
26680	228
26681	12
26682	6
26686	108
26688	80
2669	212
26693	20
26694	76
26695	32
26696	36
26698	20
26699	6
267	1572
2670	1204
26700	68
26704	160
2671	4028
26713	136
2672	1376
26726	112
26729	208
2673	76
26734	36
2674	144
26743	6
26744	8
26745	68
26746	36
2675	36
26750	76
26758	32
2676	652
2677	1032
26770	32
26776	404
26778	20
2678	80
26782	52
26788	36
2679	12
26791	24
26792	12
26796	20
268	212
2680	4
26803	12
2681	228
26810	48
26811	8
26812	4
26819	80
2682	300
26828	28
2683	8492
26834	8
26838	52
2684	15
26840	124
26841	36
26842	6
2685	24
2686	1860
26861	3
26865	156
26868	2
2687	1572
26870	168
26875	12
2688	2280
2689	104
26898	6
269	232
2690	1332
26901	6
26903	40
2691	356
26915	36
2692	12008
2693	704
26934	6
26939	96
2694	6644
2695	16
26950	6
2696	448
26965	104
2697	200
26974	148
26976	15
2698	4
26982	12
26985	20
26989	3
2699	5192
26996	4
27	568
270	644
2700	5948
27005	64
2701	3476
2702	1476
27020	148
27022	40
2703	12
2704	248
2705	28
2706	7948
2707	2320
2708	380
2709	700
27095	3
271	368
2710	6908
27109	16
2711	144
27114	10
2712	10688
2713	3020
2714	476
2715	104
2716	20884
2717	5596
2718	2392
27186	48
2719	3388
27193	236
272	6812
2720	2776
2721	472
2722	5200
2723	5824
2724	6092
2725	548
27255	28
2726	1432
27266	664
2727	236
27271	76
2728	3536
2729	1924
273	5712
2730	1508
2731	1832
27316	40
27317	664
2732	1172
2733	244
27338	12
2734	1104
27340	48
2735	1376
2736	1276
27362	8
27368	92
2737	76
27370	32
27376	12
2738	432
2739	1840
27391	132
27397	136
274	1000
2740	16
27402	24
27408	88
2741	320
27410	132
27416	316
2742	16
2743	84
27432	40
27434	168
27436	6
2744	188
2745	904
27450	20
27456	36
2746	6096
2747	1008
2748	756
2749	252
27491	68
275	760
2750	1664
27509	16
2751	272
27513	16
2752	828
27523	64
27528	32
2753	164
27537	12
2754	28
27544	24
2755	144
27555	60
2756	104
27563	152
27564	36
2757	616
27573	6
2758	76
27584	60
27587	15
2759	1320
27592	196
276	2540
2760	28
27604	96
27608	72
2761	2936
27611	60
27618	64
2762	12332
27620	4
27627	16
2763	4652
27636	12
2764	1068
27644	4
27648	40
2765	136
2766	140
27660	632
27664	28
2767	116
27674	140
27679	2
2768	52
27685	120
27689	100
2769	580
27695	4
277	2696
2770	7252
27700	108
27706	1904
2771	572
27716	32
2772	592
27721	1164
27722	92
27727	328
27728	340
2773	60
27731	152
27734	24
27735	12
27736	8
2774	272
27740	1
27741	396
27744	28
27746	15
2775	60
2776	116
27765	6
27768	52
2777	16
27772	208
27773	1364
27776	16
27778	48
2778	32
27783	12
27788	268
2779	980
27790	292
27792	32
27797	20
278	612
2780	128
27801	408
27803	324
27808	788
2781	116
27812	20
27815	224
27816	116
2782	184
27820	72
27821	496
27822	284
27826	20
27828	52
2783	56
27830	48
27831	584
27833	44
27834	100
27837	256
27838	196
27839	392
2784	220
27841	8
27843	12
27846	520
2785	28
27850	164
27851	20
27857	4
2786	144
27864	36
27865	60
27866	24
27869	112
2787	408
27873	268
27874	6
27875	28
27876	88
27878	176
27879	200
2788	2052
27882	244
27884	4
27888	76
2789	540
27899	412
279	328
2790	388
27904	624
27905	144
2791	6376
27912	452
2792	1356
2793	1636
2794	1224
2795	4320
2796	504
2797	14796
2798	568
2799	772
28	1048
280	4428
2800	124
2801	772
2802	864
2803	3544
2804	4280
2805	3276
2806	604
2807	992
2808	1432
2809	168
281	1320
2810	644
2811	4
2812	276
2813	44
2814	68
2815	636
2816	872
2817	300
2818	352
2819	1140
282	9324
2820	128
2821	20
2822	716
2823	44
2824	32
2825	52
2826	2212
2827	2168
2828	356
2829	1024
283	76
2830	124
2831	32
2832	36
2833	88
2834	208
2835	128
2836	956
2837	56
2838	24
2839	60
284	28
2840	1548
2841	3236
2842	152
2843	804
2844	196
2845	36
2846	620
2847	292
2848	164
2849	172
285	28
2850	68
2851	224
2852	928
2853	36
2854	72
2855	32
2856	404
2857	1440
2858	29904
2859	756
286	108
2860	608
2861	1896
2862	348
2863	3276
2864	68
2865	116
2866	516
2867	1524
2868	124
2869	32
287	108
2870	1044
2871	2792
2872	4680
2873	76
2874	356
2875	832
2876	292
2877	628
2878	152
2879	360
288	18236
2880	200
2881	4856
2882	344
2883	1588
2884	144
2885	480
2886	144
2887	104
2888	412
2889	1652
289	1004
2890	9044
2891	596
2892	124
2893	228
2894	412
2895	6
2896	28
2897	60
2898	292
2899	240
29	2892
290	1488
2900	384
2901	612
2902	460
2903	292
2904	64
2905	340
2906	636
2907	528
2908	2760
2909	8
291	252
2910	24
2911	56
2912	1292
2913	52
2914	60
2915	2688
2916	7088
2917	1360
2918	7876
2919	1060
292	9164
2920	376
2921	896
2922	548
2923	48
2924	696
2925	260
2926	1100
2927	276
2928	276
2929	532
293	9296
2930	28
2931	120
2932	480
2933	52
2934	16
2935	460
2936	468
2937	304
2938	80
2939	204
294	236
2940	356
2941	860
2942	1364
2943	416
2944	2456
2945	96
2946	812
2947	3680
2948	2464
2949	2192
295	232
2950	1256
2951	2036
2952	624
2953	2396
2954	8
2955	8
2956	360
2957	15
2958	2
2959	10644
296	20220
2960	40
2961	788
2962	160
2963	72
2964	76
2965	168
2966	1396
2967	340
2968	2984
2969	196
297	136
2970	328
2971	964
2972	148
2973	1340
2974	200
2975	200
2976	1396
2977	148
2978	396
2979	144
298	104
2980	3
2981	16
2982	172
2983	288
2984	124
2985	5088
2986	3596
2987	8020
2988	596
2989	1524
299	2476
2990	1436
2991	3540
2992	64
2993	3104
2994	48
2995	2160
2996	260
2997	19372
2998	40
2999	84
3	4848
30	1244
300	6964
3000	5744
3001	48
3002	264
3003	56
3004	1504
3005	2212
3006	6568
3007	672
3008	576
3009	8
301	416
3010	124
3011	912
3012	40
3013	328
3014	108
3015	896
3016	1052
3017	600
3018	676
3019	3004
302	536
3020	4472
3021	76
3022	1624
3023	16
3024	792
3025	20
3026	76
3027	32
3028	820
3029	304
303	5448
3030	988
3031	292
3032	584
3033	8116
3034	1468
3035	2044
3036	440
3037	3336
3038	188
3039	6368
